"荷印コード","荷印名","検索カナ","汎用数値１","汎用数値２","汎用数値３","汎用数値４","汎用数値５","汎用日付１","汎用日付２","汎用日付３","汎用日付４","汎用日付５","汎用摘要１","汎用摘要２","汎用摘要３","汎用摘要４","汎用摘要５"
"5361",荷5361,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5362",荷5362,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5363",荷5363,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5364",荷5364,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5365",荷5365,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5366",荷5366,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5367",荷5367,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5368",荷5368,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5369",荷5369,ﾆ536,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5370",荷5370,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5371",荷5371,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5372",荷5372,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5373",荷5373,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5374",荷5374,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5375",荷5375,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5376",荷5376,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5377",荷5377,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5378",荷5378,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5379",荷5379,ﾆ537,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5400",荷5400,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5401",荷5401,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5402",荷5402,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5403",荷5403,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5404",荷5404,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5405",荷5405,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5406",荷5406,ﾆ540,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5410",荷5410,ﾆ541,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5411",荷5411,ﾆ541,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5420",荷5420,ﾆ542,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5421",荷5421,ﾆ542,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5430",荷5430,ﾆ543,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5439",荷5439,ﾆ543,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5440",荷5440,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5441",荷5441,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5442",荷5442,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5443",荷5443,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5444",荷5444,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5445",荷5445,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5446",荷5446,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5447",荷5447,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5448",荷5448,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5449",荷5449,ﾆ544,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5450",荷5450,ﾆ545,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5460",荷5460,ﾆ546,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5461",荷5461,ﾆ546,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5462",荷5462,ﾆ546,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5463",荷5463,ﾆ546,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5480",荷5480,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5481",荷5481,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5482",荷5482,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5483",荷5483,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5484",荷5484,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5485",荷5485,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5486",荷5486,ﾆ548,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5500",荷5500,ﾆ550,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5501",荷5501,ﾆ550,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5502",荷5502,ﾆ550,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5503",荷5503,ﾆ550,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5520",荷5520,ﾆ552,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5521",荷5521,ﾆ552,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5523",荷5523,ﾆ552,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5536",荷5536,ﾆ553,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5537",荷5537,ﾆ553,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5538",荷5538,ﾆ553,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5539",荷5539,ﾆ553,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5540",荷5540,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5541",荷5541,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5542",荷5542,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5543",荷5543,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5544",荷5544,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5545",荷5545,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5546",荷5546,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5547",荷5547,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5548",荷5548,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5549",荷5549,ﾆ554,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5550",荷5550,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5551",荷5551,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5552",荷5552,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5553",荷5553,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5554",荷5554,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5555",荷5555,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5556",荷5556,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5557",荷5557,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5558",荷5558,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5559",荷5559,ﾆ555,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5560",荷5560,ﾆ556,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5561",荷5561,ﾆ556,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5580",荷5580,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5581",荷5581,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5582",荷5582,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5583",荷5583,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5584",荷5584,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5585",荷5585,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5586",荷5586,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5587",荷5587,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5588",荷5588,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5589",荷5589,ﾆ558,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5590",荷5590,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5591",荷5591,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5592",荷5592,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5593",荷5593,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5594",荷5594,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5595",荷5595,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5596",荷5596,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5597",荷5597,ﾆ559,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5600",荷5600,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5601",荷5601,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5602",荷5602,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5603",荷5603,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5604",荷5604,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5605",荷5605,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5606",荷5606,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5607",荷5607,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5608",荷5608,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5609",荷5609,ﾆ560,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5610",荷5610,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5611",荷5611,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5612",荷5612,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5613",荷5613,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5614",荷5614,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5615",荷5615,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5616",荷5616,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5617",荷5617,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5618",荷5618,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5619",荷5619,ﾆ561,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5620",荷5620,ﾆ562,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5621",荷5621,ﾆ562,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5622",荷5622,ﾆ562,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5623",荷5623,ﾆ562,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5624",荷5624,ﾆ562,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5650",荷5650,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5651",荷5651,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5652",荷5652,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5653",荷5653,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5654",荷5654,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5655",荷5655,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5656",荷5656,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5657",荷5657,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5658",荷5658,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5659",荷5659,ﾆ565,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5660",荷5660,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5661",荷5661,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5662",荷5662,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5664",荷5664,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5665",荷5665,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5666",荷5666,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5667",荷5667,ﾆ566,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5670",荷5670,ﾆ567,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5671",荷5671,ﾆ567,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5680",荷5680,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5681",荷5681,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5682",荷5682,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5683",荷5683,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5684",荷5684,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5685",荷5685,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5686",荷5686,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5687",荷5687,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5688",荷5688,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5689",荷5689,ﾆ568,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5690",荷5690,ﾆ569,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5691",荷5691,ﾆ569,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5692",荷5692,ﾆ569,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5700",荷5700,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5701",荷5701,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5702",荷5702,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5703",荷5703,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5704",荷5704,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5705",荷5705,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5706",荷5706,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5707",荷5707,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5708",荷5708,ﾆ570,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5720",荷5720,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5721",荷5721,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5722",荷5722,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5724",荷5724,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5725",荷5725,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5726",荷5726,ﾆ572,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5730",荷5730,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5731",荷5731,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5732",荷5732,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5733",荷5733,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5734",荷5734,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5735",荷5735,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5736",荷5736,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5737",荷5737,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5738",荷5738,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5739",荷5739,ﾆ573,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5740",荷5740,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5741",荷5741,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5742",荷5742,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5743",荷5743,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5744",荷5744,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5745",荷5745,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5746",荷5746,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5747",荷5747,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5748",荷5748,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5749",荷5749,ﾆ574,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5750",荷5750,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5751",荷5751,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5752",荷5752,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5753",荷5753,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5754",荷5754,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5755",荷5755,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5756",荷5756,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5757",荷5757,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5758",荷5758,ﾆ575,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5770",荷5770,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5771",荷5771,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5772",荷5772,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5773",荷5773,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5774",荷5774,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5775",荷5775,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5776",荷5776,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5777",荷5777,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5778",荷5778,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5779",荷5779,ﾆ577,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5780",荷5780,ﾆ578,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5781",荷5781,ﾆ578,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5782",荷5782,ﾆ578,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5783",荷5783,ﾆ578,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5790",荷5790,ﾆ579,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5791",荷5791,ﾆ579,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5792",荷5792,ﾆ579,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5793",荷5793,ﾆ579,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5800",荷5800,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5801",荷5801,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5802",荷5802,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5803",荷5803,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5804",荷5804,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5805",荷5805,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5806",荷5806,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5807",荷5807,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5808",荷5808,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5809",荷5809,ﾆ580,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5810",荷5810,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5811",荷5811,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5812",荷5812,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5813",荷5813,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5814",荷5814,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5815",荷5815,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5816",荷5816,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5817",荷5817,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5818",荷5818,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5819",荷5819,ﾆ581,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5830",荷5830,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5831",荷5831,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5832",荷5832,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5833",荷5833,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5834",荷5834,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5835",荷5835,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5836",荷5836,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5837",荷5837,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5838",荷5838,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5839",荷5839,ﾆ583,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5840",荷5840,ﾆ584,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5841",荷5841,ﾆ584,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5842",荷5842,ﾆ584,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5843",荷5843,ﾆ584,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5850",荷5850,ﾆ585,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5851",荷5851,ﾆ585,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"5852",荷5852,ﾆ585,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
